Text,all_locs,display_name,address_type,lat,lon,bounding_box
"The Farmers Gazette and Journal of Practical Horticulture was an important and influential periodical, published at 23 Bachelors Walk, Dublin every Saturday prior to and during the period of the great famine. It seemd to be the equivalent of the present day /rish Farmers Journal. It dealt with all aspects of agriculture and horticulture, and was especially interested in the improvement of agriculture through the use of scientific information such as it was at the time. Given the absence of modern means of communication at the time of the famine, it is extraordinary how well informed people were of what was going on, not alone in Ireland, but also in the rest of the British Isles as well as Europe and America. It regularly reported on the meetings of learned societies in Ireland as well as other parts of the United Kingdom,  Europe and North America.","['Europe', None, 'Europe, Ireland']",Europe,continent,51.0,10.0,"['26.0000000', '76.0000000', '-15.0000000', '35.0000000']"
"The Farmers Gazette and Journal of Practical Horticulture was an important and influential periodical, published at 23 Bachelors Walk, Dublin every Saturday prior to and during the period of the great famine. It seemd to be the equivalent of the present day /rish Farmers Journal. It dealt with all aspects of agriculture and horticulture, and was especially interested in the improvement of agriculture through the use of scientific information such as it was at the time. Given the absence of modern means of communication at the time of the famine, it is extraordinary how well informed people were of what was going on, not alone in Ireland, but also in the rest of the British Isles as well as Europe and America. It regularly reported on the meetings of learned societies in Ireland as well as other parts of the United Kingdom,  Europe and North America.","['North America', None, 'North America, Ireland']",North America,continent,51.0000002,-109.0,"['26.0000002', '76.0000002', '-134.0000000', '-84.0000000']"
"At home, the Gazette regularly reported the proceedings of the Royal Agricultural Improvement Society of Ireland, the Royal Dublin Society, the Dublin Natural History Society as well as the many local agricultural societies, farmers clubs and agricultural shows. It is true that the control and membership of the above societies were largely in the hands of the landlords and local gentry. Never the less, the Gazette appeared to have a very genuine interest in improving agriculture for the benefit of both the landlord and tenant. The Gazette constantly reminds us that the main constraint in achieving this improvement in Ireland was the lack of capital for agriculture at that time.","['Gazette', None, 'Gazette, Ireland']","Gazette, Shire of Southern Grampians, Victoria, 3289, Australia",city_district,-37.9179185,142.15816215649903,"['-37.9623130', '-37.8733780', '142.0744360', '142.2168520']"
"At home, the Gazette regularly reported the proceedings of the Royal Agricultural Improvement Society of Ireland, the Royal Dublin Society, the Dublin Natural History Society as well as the many local agricultural societies, farmers clubs and agricultural shows. It is true that the control and membership of the above societies were largely in the hands of the landlords and local gentry. Never the less, the Gazette appeared to have a very genuine interest in improving agriculture for the benefit of both the landlord and tenant. The Gazette constantly reminds us that the main constraint in achieving this improvement in Ireland was the lack of capital for agriculture at that time.","['Ireland', None, 'Ireland, Ireland']",Éire / Ireland,country,52.865196,-7.9794599,"['51.2220000', '55.6360000', '-11.0133788', '-5.6582363']"
"At home, the Gazette regularly reported the proceedings of the Royal Agricultural Improvement Society of Ireland, the Royal Dublin Society, the Dublin Natural History Society as well as the many local agricultural societies, farmers clubs and agricultural shows. It is true that the control and membership of the above societies were largely in the hands of the landlords and local gentry. Never the less, the Gazette appeared to have a very genuine interest in improving agriculture for the benefit of both the landlord and tenant. The Gazette constantly reminds us that the main constraint in achieving this improvement in Ireland was the lack of capital for agriculture at that time.","['Ireland', None, 'Ireland, Ireland']",Éire / Ireland,country,52.865196,-7.9794599,"['51.2220000', '55.6360000', '-11.0133788', '-5.6582363']"
"In the period leading up to the famine the main disease referred to in the Gazette appeared to be dry-rot (Fusarium caeruleum). The main effect of this disease was to cause failures in emergence, but, there were also significant losses during storage. The disease was not confined to Ireland and it was prevalent in the UK and the rest of Europe. A huge number of articles and letters appeared in the Gazette suggesting ways of reducing the losses from dry rot. All of the potato varieties grown in Europe at the time seemed to be very susceptible to infection with this disease. Ironically, it seems to be in the search for resistant germplasm, that late blight infected tubers were first introduced to Europe from the USA.","['Ireland', None, 'Ireland, Ireland']",Éire / Ireland,country,52.865196,-7.9794599,"['51.2220000', '55.6360000', '-11.0133788', '-5.6582363']"
"In the period leading up to the famine the main disease referred to in the Gazette appeared to be dry-rot (Fusarium caeruleum). The main effect of this disease was to cause failures in emergence, but, there were also significant losses during storage. The disease was not confined to Ireland and it was prevalent in the UK and the rest of Europe. A huge number of articles and letters appeared in the Gazette suggesting ways of reducing the losses from dry rot. All of the potato varieties grown in Europe at the time seemed to be very susceptible to infection with this disease. Ironically, it seems to be in the search for resistant germplasm, that late blight infected tubers were first introduced to Europe from the USA.","['UK', None, 'UK, Ireland']",,,,,
"In the period leading up to the famine the main disease referred to in the Gazette appeared to be dry-rot (Fusarium caeruleum). The main effect of this disease was to cause failures in emergence, but, there were also significant losses during storage. The disease was not confined to Ireland and it was prevalent in the UK and the rest of Europe. A huge number of articles and letters appeared in the Gazette suggesting ways of reducing the losses from dry rot. All of the potato varieties grown in Europe at the time seemed to be very susceptible to infection with this disease. Ironically, it seems to be in the search for resistant germplasm, that late blight infected tubers were first introduced to Europe from the USA.","['Europe', None, 'Europe, Ireland']",Europe,continent,51.0,10.0,"['26.0000000', '76.0000000', '-15.0000000', '35.0000000']"
"In the period leading up to the famine the main disease referred to in the Gazette appeared to be dry-rot (Fusarium caeruleum). The main effect of this disease was to cause failures in emergence, but, there were also significant losses during storage. The disease was not confined to Ireland and it was prevalent in the UK and the rest of Europe. A huge number of articles and letters appeared in the Gazette suggesting ways of reducing the losses from dry rot. All of the potato varieties grown in Europe at the time seemed to be very susceptible to infection with this disease. Ironically, it seems to be in the search for resistant germplasm, that late blight infected tubers were first introduced to Europe from the USA.","['Europe', None, 'Europe, Ireland']",Europe,continent,51.0,10.0,"['26.0000000', '76.0000000', '-15.0000000', '35.0000000']"
"In the period leading up to the famine the main disease referred to in the Gazette appeared to be dry-rot (Fusarium caeruleum). The main effect of this disease was to cause failures in emergence, but, there were also significant losses during storage. The disease was not confined to Ireland and it was prevalent in the UK and the rest of Europe. A huge number of articles and letters appeared in the Gazette suggesting ways of reducing the losses from dry rot. All of the potato varieties grown in Europe at the time seemed to be very susceptible to infection with this disease. Ironically, it seems to be in the search for resistant germplasm, that late blight infected tubers were first introduced to Europe from the USA.","['Europe', None, 'Europe, Ireland']",Europe,continent,51.0,10.0,"['26.0000000', '76.0000000', '-15.0000000', '35.0000000']"
"In the period leading up to the famine the main disease referred to in the Gazette appeared to be dry-rot (Fusarium caeruleum). The main effect of this disease was to cause failures in emergence, but, there were also significant losses during storage. The disease was not confined to Ireland and it was prevalent in the UK and the rest of Europe. A huge number of articles and letters appeared in the Gazette suggesting ways of reducing the losses from dry rot. All of the potato varieties grown in Europe at the time seemed to be very susceptible to infection with this disease. Ironically, it seems to be in the search for resistant germplasm, that late blight infected tubers were first introduced to Europe from the USA.","['USA', None, 'USA, Ireland']",,,,,
